,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
47,Google Universal Analytics,,"The analytics.js JavaScript snippet is a new way to measure how users interact with your website. It is similar to the previous Google tracking code, ga.js, but offers more flexibility for developers to customize their implementations.",analytics,1409785200000,1592521200000,no,https://developers.google.com/analytics/devguides/collection/analyticsjs/,Google Analytics
48,Mobile Non Scaleable Content,,"This content is formatted for mobile devices, it does not allow the content to be scaled.",mobile,1413331200000,1588460400000,no,http://developer.apple.com/library/safari/#documentation/appleapplications/reference/SafariHTMLRef/Articles/MetaTags.html,
49,Apple Mobile Web Clips Icon,,"This page contains an icon for iPhone, iPad and iTouch devices.",mobile,1413331200000,1634626800000,no,http://developer.apple.com/library/iOS/#documentation/AppleApplications/Reference/SafariWebContent/ConfiguringWebApplications/ConfiguringWebApplications.html,
50,Viewport Meta,,This page uses the viewport meta tag which means the content may be optimized for mobile content.,mobile,1413331200000,1634626800000,no,https://developers.google.com/speed/docs/insights/ConfigureViewport,
51,Google Hosted Libraries,,"Google Hosted Libraries is a globally available content distribution network for the most popular, open-source JavaScript libraries.",javascript,1430953200000,1618383600000,no,https://developers.google.com/speed/libraries/,
52,Google Hosted jQuery,,jQuery hoted at Google.,javascript,1430953200000,1618383600000,no,https://developers.google.com/speed/libraries/,Google Hosted Libraries
53,Yoast Plugins,['WordPress Plugins'],SEO based plugins from Yoast.,widgets,1437001200000,1618383600000,no,http://yoast.com/wordpress/seo/,
54,Yoast WordPress SEO Plugin,['WordPress Plugins'],"Functionality that helps you optimize your pages content, images titles, meta descriptions and more.",widgets,1437001200000,1627887600000,no,https://yoast.com/wordpress/plugins/seo/,Yoast Plugins
55,Apache 2.2,,Apache version 2.2.*,Web Server,1437001200000,1515711600000,no,http://httpd.apache.org/docs/2.2,Apache
56,jQuery Masonry,['UI'],Masonry is a layout plugin for jQuery. Think of it as the flip side of CSS floats.,javascript,1437001200000,1634626800000,no,http://desandro.com/resources/jquery-masonry/,jQuery
57,MasterSlider,['WordPress Plugins'],Responsive and touch image slider with layers support from averta,widgets,1437001200000,1585263600000,no,http://masterslider.com,
58,Modernizr,['Compatibility'],Modernizr allows you to target specific browser functionality in your stylesheet.,javascript,1437001200000,1634626800000,no,http://www.modernizr.com,
59,Facebook Sharer,,Share this page on Facebook using a deprecated sharing syntax.,widgets,1437001200000,1618383600000,no,http://www.facebook.com/facebook-widgets/share.php,
60,FreeBSD,,"FreeBSD is an operating system for modern server, desktop, and embedded computer platforms. ",Server,1437001200000,1592521200000,no,http://www.freebsd.org/,
61,html5shiv,['Compatibility'],HTML5 IE enabling script shim.,javascript,1437001200000,1633244400000,no,https://github.com/afarkas/html5shiv,
62,Apache,,Apache has been the most popular web server on the Internet since April 1996.,Web Server,1437001200000,1634626800000,no,http://httpd.apache.org/,
63,WordPress,"['Open Source', 'Blog']","WordPress is a state-of-the-art semantic personal publishing platform with a focus on aesthetics, web standards, and usability.",cms,1437001200000,1634626800000,no,http://wordpress.org,
64,Sitelinks Search Box,['Site Search'],"With Google sitelinks search box, people can reach your content more quickly from search results.",widgets,1437001200000,1634626800000,no,https://developers.google.com/webmasters/richsnippets/sitelinkssearch?utm_source=wmc-blog&utm_medium=direct-referral&utm_campaign=sitelinks-searchbox,
65,Fastweb,['Italian hosting'],Network infrastructure from Fastweb based in Italy.,hosting,1437606000000,1519686000000,no,http://company.fastweb.it,
66,Telecom Italia,['Italian hosting'],Network infrastructure from Telecom Italia based in Italy.,hosting,1437519600000,1523228400000,no,http://telecomitalia.com,
67,Apache 2.4,,Apache version 2.4.*,Web Server,1438383600000,1634626800000,no,http://httpd.apache.org/docs/2.4,Apache
68,Wordpress Daily Activity,,The WordPress site has new blog activity on a daily interval.,cms,1437519600000,1527894000000,no,http://wordpress.com,WordPress
69,PHP,,PHP is a widely used general-purpose scripting language that is especially suited for Web development and can be embedded into HTML.,framework,1441407600000,1633158000000,no,http://www.php.net,
70,Wordpress Monthly Activity,['Blog'],The WordPress site has new blog activity on a monthly interval.,cms,1442876400000,1442876400000,no,http://wordpress.com,WordPress
71,Wordpress Plugins,,Plugins are tools to extend the functionality of WordPress. The website uses various plugins from WordPress to provide additional functionality. Some of them may be listed here.,widgets,1444791777703,1634626800000,no,http://codex.wordpress.org/Plugins,
72,Yoast SEO Premium,['WordPress Plugins'],Premium version of the Yoast WordPress Plugin.,widgets,1447196400000,1618383600000,yes,https://yoast.com/wordpress/plugins/seo-premium/,Yoast WordPress SEO Plugin
73,OpenSSL,,"The OpenSSL Project is a collaborative effort to develop a robust, commercial-grade, full-featured, and Open Source toolkit implementing the Secure Sockets Layer (SSL v2/v3) and Transport Layer Security (TLS v1) protocols as well as a full-strength general purpose cryptography library.",Server,1456959600000,1514934000000,no,http://openssl.org,
74,OpenSSL 1.0.1,,OpenSSL version 1.0.1,Server,1456959600000,1514934000000,no,http://www.openssl.org,OpenSSL
75,WP Super Cache,['WordPress Plugins'],WP Super Cache is a page cache generation tool for WordPress.,widgets,1459897200000,1627887600000,no,http://wordpress.org/extend/plugins/wp-super-cache/,
76,Pace,,"Include pace.js and a CSS theme of your choice, and you get a beautiful progress indicator for your page load and ajax navigation.",widgets,1461798000000,1585263600000,no,http://github.hubspot.com/pace/docs/welcome/,
77,Fizzy UI Utils,,UI utilities & helpers,javascript,1469055600000,1633244400000,no,https://github.com/metafizzy/fizzy-ui-utils,
78,Facebook Custom Audiences,['Retargeting / Remarketing'],Custom Audiences from your website makes it possible to reach people who visit your website and deliver the right message to them on Facebook.,ads,1479337200000,1633244400000,no,https://developers.facebook.com/docs/reference/ads-api/custom-audience-website,
79,Facebook Pixel,,Facebook Pixel is Facebooks conversion tracking system for ads on Facebook to websites.,analytics,1479337200000,1633244400000,no,https://www.facebook.com/business/help/952192354843755,
80,AppNexus,"['Ad Exchange', 'Demand-side Platform']","Provides access to the major exchanges and aggregators, as well as cloud infrastructure scalable to billions of ad impressions a day with a layer of real-time decisioning on top.",ads,1490655600000,1633158000000,no,http://www.appnexus.com/,
81,Italian,,Website content is written in Italian.,language,1498172400000,1634626800000,no,http://it.wikipedia.org,
82,Google Tag Manager,['Tag Management'],Tag management that lets you add and update website tags without changes to underlying website code.,widgets,1498172400000,1634626800000,no,http://google.com/tagmanager,
83,Woopra,"['Audience Measurement', 'Conversion Optimization']","Woopra is a real-time customer analytics service that provides solutions for sales, service, marketing and product teams.",analytics,1499122800000,1517526000000,maybe,http://www.woopra.com/,
84,SSL by Default,,The website redirects traffic to an HTTPS/SSL version by default.,ssl,1499727600000,1634626800000,no,http://trends.builtwith.com/ssl,
85,Accelerated Mobile Pages,['Mobile'],Accelerated Mobile Pages (AMP) Project is an open source initiative that embodies the vision that publishers can create mobile optimized content once and have it load instantly everywhere.,widgets,1501110000000,1585263600000,no,https://amp.dev,
86,jQuery 1.11.2,,jQuery version 1.11.2,javascript,1506639600000,1618383600000,no,https://blog.jquery.com/.../jquery-1-11-2-and-2-1-3-released-safari-fail-safe-edition/,jQuery
87,reCAPTCHA,['CAPTCHA'],Anti-bot CAPTCHA widget from Google.,widgets,1511564400000,1633158000000,no,https://www.google.com/recaptcha/intro/index.html,
88,Facebook Signal,,"Journalists use Signal to surface relevant trends, photos, videos and posts from Facebook and Instagram for use in their storytelling and reporting.",analytics,1517526000000,1633244400000,no,https://www.facebook.com/facebookmedia/get-started/signal,
89,CryptoJS,,CryptoJS is a growing collection of standard and secure cryptographic algorithms implemented in JavaScript using best practices and patterns. ,javascript,1519167600000,1592521200000,no,https://code.google.com/p/crypto-js/,
90,Adform,,"Adform provide media planning, buying, optimization, and reporting for all online display advertising.",ads,1519167600000,1633244400000,no,http://www.adform.com,
91,Google Analytics Classic,,Classic Google Analytics - sites that are using non-universal analytics code.,analytics,1222812000000,1585263600000,no,https://developers.google.com/analytics/devguides/collection/gajs/,Google Analytics
92,IPhone / Mobile Compatible,,The website contains code that allows the page to support IPhone / Mobile Content.,mobile,1526943600000,1634626800000,no,http://apple.com,
93,DoubleClick Floodlight,,Floodlight is feature of DoubleClick ads that allows advertisers to capture and report on the actions of users who visit their website after viewing or clicking on one of the advertiser's ads.,analytics,1526943600000,1633244400000,no,http://www.google.com/support/dfa/partner/bin/static.py?page=guide.cs&guide=28818,
94,DoubleClick Bid Manager,['Demand-side Platform'],Programmatic buying platform.,ads,1529276400000,1563577200000,no,https://www.doubleclickbygoogle.com/solutions/digital-marketing/bid-manager/,
95,Pubmatic,['Dynamic Creative Optimization'],PubMatic Enables Ad Optimization Across Every Ad Network,ads,1529276400000,1529362800000,no,http://pubmatic.com,
96,Rubicon Project,,Advertising optimization service.,ads,1529276400000,1529362800000,no,http://rubiconproject.com,
97,Facebook Conversion Tracking,['Conversion Optimization'],"Conversion tracking functionality from Facebook, allows a user to track advertisement clicks.",analytics,1531436400000,1585263600000,no,http://www.facebook.com/help/?page=994,
98,Global Site Tag,,"Google's primary tag for Google Measurement/Conversion Tracking, Adwords and DoubleClick.",analytics,1553209200000,1634626800000,no,https://support.google.com/adwords/answer/7548399,
99,Euro,['Currency'],The website uses the € symbol on its website - meaning it may accept payment in Euros.,payment,1222812000000,1614585600000,no,https://en.wikipedia.org/wiki/Euro,
100,Common Name Invalid,,The Common Name/SAN value of this websites SSL certificate does not correspond to the domain name.,ssl,1571353200000,1585263600000,no,https://www.leaderssl.com/articles/388-common-name-mismatch-error-effective-ways-to-solve-a-problem,
101,COVID-19,,This website mentions COVID-19 / Novel Coronavirus.,widgets,1585263600000,1614585600000,no,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,
102,Sectigo SSL,,SSL from Sectigo formerly Comodo.,ssl,1586473200000,1634540400000,no,https://sectigo.com,
103,Sectigo Domain SSL,,SSL registration with Sectigo (formerly Comodo CA).,ssl,1586473200000,1634540400000,no,https://sectigo.com,Sectigo SSL
104,nginx,,nginx [engine x] is a HTTP server and mail proxy server written by Igor Sysoev.,Web Server,1589497200000,1622617200000,no,http://nginx.net/,
105,Nginx 1.17,,Nginx version 1.17.*,Web Server,1589497200000,1592521200000,no,https://nginx.org/en/CHANGES-1.17,nginx
106,PHP 7,,Version 7 of the PHP framework.,framework,1589497200000,1633244400000,no,http://php.net/,PHP
107,DMARC,['DMARC'],A technical specification created by a group of organizations that want to help reduce the potential for email-based abuse,mx,1589497200000,1636268400000,no,http://www.dmarc.org,
108,list.js,,"Library for adding search, sort, filters and flexibility to tables, lists and various HTML elements.",javascript,1591052400000,1633158000000,no,http://listjs.com,
109,IPv6,,The website has an IPv6 record.,Server,1596265200000,1636268400000,no,http://en.wikipedia.org/wiki/IPv6,
110,Cloudflare DNS,,DNS services provided by Cloudflare.,ns,1596265200000,1636268400000,no,http://cloudflare.com,
111,Cloudflare Hosting,"['US hosting', 'Cloud Hosting', 'Cloud PaaS']",Supercharged web hosting service.,hosting,1598511600000,1636268400000,no,http://cloudflare.com,
112,Cloudflare,,Automatically optimizes the delivery of your web pages so your visitors get the fastest page load times and best performance.,cdn,1601622000000,1633158000000,no,http://www.cloudflare.com/,
113,Adobe Dreamweaver,,"Based on the use of certain javascript functions, this page contains code generated, at least initially, by Dreamweaver.",framework,1137452400000,1199401200000,no,http://www.adobe.com/products/dreamweaver,
114,Adobe Active Content,,Changes effected Flash content in Internet Explorer - this library fixes them.,javascript,1199401200000,1199401200000,no,http://www.adobe.com/devnet/activecontent/,
115,Flickr Badge,,A flickr badge for showing flickr photos on the site.,widgets,1222812000000,1222812000000,no,http://flickr.com,
116,Flickr PhotoStream,,Adds a Flickr PhotoStream to The website,widgets,1222812000000,1222812000000,no,http://flickr.com,
