,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
23,COVID-19,,This website mentions COVID-19 / Novel Coronavirus.,widgets,1625814000000,1625814000000,no,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,
24,Font Awesome,['Fonts'],Iconic font and CSS toolkit.,widgets,1625814000000,1633158000000,no,http://fontawesome.io,
25,Google Font API,['Fonts'],The Google Font API helps you add web fonts to any web page.,widgets,1625814000000,1633158000000,no,https://fonts.google.com,
26,Google Tag Manager,['Tag Management'],Tag management that lets you add and update website tags without changes to underlying website code.,widgets,1625814000000,1633158000000,no,http://google.com/tagmanager,
27,Global Site Tag,,"Google's primary tag for Google Measurement/Conversion Tracking, Adwords and DoubleClick.",analytics,1625814000000,1632898800000,no,https://support.google.com/adwords/answer/7548399,
28,Google Analytics,"['Application Performance', 'Audience Measurement', 'Visitor Count Tracking']",Google Analytics offers a host of compelling features and benefits for everyone from senior executives and advertising and marketing professionals to site owners and content developers.,analytics,1625814000000,1633158000000,no,http://google.com/analytics,
29,Hover Intent,['UI'],"hoverIntent is a plug-in that attempts to determine the user's intent. It works like (and was derived from) jQuery's built-in hover. However, instead of immediately calling the onMouseOver function, it waits until the user's mouse slows down enough before making the call.",javascript,1625814000000,1632898800000,no,http://cherne.net/brian/resources/jquery.hoverIntent.html,
30,Italian,,Website content is written in Italian.,language,1625814000000,1633244400000,no,http://it.wikipedia.org,
31,jQuery UI,"['jQuery Plugin', 'UI']","jQuery UI provides abstractions for low-level interaction and animation, advanced effects and high-level, themeable widgets, built on top of the jQuery JavaScript Library, that you can use to build highly interactive web applications.",javascript,1625814000000,1633158000000,no,http://jqueryui.com/,jQuery
32,Lightbox,,"Lightbox JS is a simple, unobtrusive script used to overlay images on the current page. It's a snap to setup and works on all modern browsers.",javascript,1625814000000,1632898800000,no,http://www.huddletogether.com/projects/lightbox/,
33,Google Webmaster,,Webmaster tools provide you with a free and easy way to make your site more Google-friendly.,Web Master,1625814000000,1632898800000,no,http://www.google.com/webmasters/,
34,Viewport Meta,,This page uses the viewport meta tag which means the content may be optimized for mobile content.,mobile,1625814000000,1633244400000,no,https://developers.google.com/speed/docs/insights/ConfigureViewport,
35,Pingback Support,,"A Pingback is one of three types of Linkbacks, methods for Web authors to request notification when somebody links to one of their documents.",feeds,1625814000000,1632898800000,no,http://en.wikipedia.org/wiki/Pingback,
36,Really Simple Discovery,,"Really Simple Discovery is a way to help client software find the services needed to read, edit, or ""work with"" weblogging software.",feeds,1625814000000,1632898800000,no,http://cyber.law.harvard.edu/blogs/gems/tech/rsd.html,
37,RSS,,"A family of web feed formats used to publish frequently updated content such as blog entries, news headlines or podcasts.",feeds,1625814000000,1632898800000,no,http://en.wikipedia.org/wiki/RSS_(file_format),
38,jQuery Waypoints,,Waypoints is a small jQuery plugin that makes it easy to execute a function whenever you scroll to an element.,javascript,1625814000000,1632898800000,no,http://imakewebthings.github.com/jquery-waypoints/,jQuery
39,IPhone / Mobile Compatible,,The website contains code that allows the page to support IPhone / Mobile Content.,mobile,1625814000000,1633244400000,no,http://apple.com,
40,Complianz,"['Privacy Compliance', 'WordPress Plugins']",Privacy Suite for WordPress.,widgets,1625814000000,1632898800000,yes,https://complianz.io,
41,Elementor,['WordPress Plugins'],Page builder for WordPress,widgets,1625814000000,1633158000000,no,https://elementor.com/,
42,Elementor Pro,['WordPress Plugins'],Pro version of the Elementor page builder.,widgets,1625814000000,1632898800000,yes,https://elementor.com/pro/,Elementor
43,Cloudflare,,Automatically optimizes the delivery of your web pages so your visitors get the fastest page load times and best performance.,cdn,1625814000000,1633244400000,no,http://www.cloudflare.com/,
44,Cloudflare SSL,,SSL solutions from Cloudflare,ssl,1625814000000,1633244400000,no,http://cloudflare.com,
45,Cloudflare Hosting,"['US hosting', 'Cloud Hosting', 'Cloud PaaS']",Supercharged web hosting service.,hosting,1625814000000,1633244400000,no,http://cloudflare.com,
46,IPv6,,The website has an IPv6 record.,Server,1625814000000,1633244400000,no,http://en.wikipedia.org/wiki/IPv6,
47,SPF,,The Sender Policy Framework is an open standard specifying a technical method to prevent sender address forgery.,mx,1625814000000,1632898800000,no,http://www.openspf.org/,
48,Google Apps for Business,['Business Email Hosting'],"Web-based email, calendar, and documents for teams. Renamed to Google Apps for Work, but now known as G Suite from Google Cloud.",mx,1625814000000,1635490800000,no,http://www.google.com/a,
49,Cloudflare DNS,,DNS services provided by Cloudflare.,ns,1625814000000,1632898800000,no,http://cloudflare.com,
50,GStatic Google Static Content,,Google has off-loaded static content (Javascript/Images/CSS) to a different domain name in an effort to reduce bandwidth usage and increase network performance for the end user.,cdn,1627714800000,1633244400000,no,https://google.com,
51,imagesLoaded,,jQuery plugin for seeing if the images are loaded.,javascript,1627714800000,1632898800000,no,https://github.com/desandro/imagesloaded,
52,Webpack,,webpack takes modules with dependencies and generates static assets representing those modules.,javascript,1632898800000,1632898800000,no,http://webpack.github.io/,
53,Intersection Observer,,API that can be used to understand the visibility and position of DOM elements relative to a containing element or to the top-level viewport.,javascript,1632898800000,1632898800000,no,https://www.w3.org/TR/intersection-observer/,
54,reCAPTCHA,['CAPTCHA'],Anti-bot CAPTCHA widget from Google.,widgets,1632898800000,1632898800000,no,https://www.google.com/recaptcha/intro/index.html,
55,jQuery Migrate,['Compatibility'],APIs and features removed from jQuery core,javascript,1630566000000,1633158000000,no,https://github.com/jquery/jquery-migrate,jQuery
56,Twemoji,,Twitter Emoji for Everyone,widgets,1630566000000,1633158000000,no,https://github.com/twitter/twemoji,
57,PHP,,PHP is a widely used general-purpose scripting language that is especially suited for Web development and can be embedded into HTML.,framework,1630566000000,1633158000000,no,http://www.php.net,
